#OTU ID	SRR23216666	SRR23216663	SRR23216665	SRR23216664	SRR23216662	SRR23216667	ERR1474249	ERR1474250	ERR1474244	ERR1474248	ERR1474235	ERR1474237	ERR1474238	ERR1474246	ERR1474251	ERR1474247	ERR1474236	ERR1474240	ERR1474239
CRNFORCAT-PWY	3758.39863099327	169.8535878763869	470.2176861161222	126.65199561912267	322.55152599367085	1565.7783440158012	64.70690253595818	910.1052808337471	1457.0828548309196	125.14417118907296	10.514965601647852	253.52040876493163	419.47122374039577	4834.228496362745	906.9956639450492	5851.356273451579	3625.858745291791	213.60013149764023	1001.1556423906666
DAPLYSINESYN-PWY	21701.43009915988	7708.610312856431	12724.419373434745	14076.580195188115	14228.365257113148	18743.078081904914	2603.996449381052	4610.791119160839	6332.807171258515	15440.439623556586	11564.399171262492	5361.832956087659	11275.871296743122	10672.37492042795	9637.275676328882	29678.96820475923	19811.440694461267	11671.477131213282	4563.003043582426
DENITRIFICATION-PWY	10620.598018421097	2689.5065509327605	3896.0035392178083	2088.3960773028257	5867.026214199713	5478.551527798709	11.118303357081707	337.695650856382	395.02188244160743	21.376118683326347	7.161937287767293	422.6863280348969	15.939489508778822	1096.1330724456286	138.9677661820122	1822.9054010843663	5225.417340444571	10.176001160260688	252.94553821086214
DENOVOPURINE2-PWY	21948.106118298805	10662.679270116278	12334.746015762325	18546.927538884745	15997.961462018915	20158.674682400873	2961.999586058503	4246.447318290689	7119.777425154088	20683.118211647285	19577.99461337886	5862.142455991811	10468.641110757631	6778.901367477258	11318.131292905566	9035.35716744752	19185.749885441262	10733.593133316623	4986.07361149767
DHGLUCONATE-PYR-CAT-PWY	93.6792604131947	280.4385988666413	139.2399386304861	259.52894721452765	195.89384625314204	4.90162173280335	0.07124818118370296	40.45872971462041	8.491595785715665	0.36043700572576887	0.20735888429111907	68.34648301078825	19.40823511350335	1409.2136178355274	18.531116824263872	18.511691868970786	168.70267928040283	3.431252215508075	23.39604568115418
DTDPRHAMSYN-PWY	24932.009375124824	13445.69097724772	15025.980085396193	22033.17476599117	19309.396977695662	19560.70527196153	4549.772552377888	4144.34978448637	6586.042069316068	21440.85813023982	28359.234534411917	5799.676273541228	12341.711845823864	8669.150976950392	12102.281323852812	25948.518221495135	23367.306899497115	15558.369476535127	5188.511278650506
ECASYN-PWY	149.4435001351427	5.765840171632528	33.63601092217242	17.777007544417305	19.12592107996316	7.482157839581389	380.0931939692418	849.5942082081139	225.05180852762786	6043.458224813361	1408.5301420194473	1416.3608487357926	1608.8224675123727	331.52820182365235	1757.8678606622932	103.49579852557146	874.734402299268	1511.1811766898231	689.1926360986154
ENTBACSYN-PWY	9656.027394716017	810.4903283630067	1492.7359499022157	8520.138747801971	1333.7611036718893	4861.709522054863	561.3727141263706	1488.2652479045478	2758.60126406283	1679.821763009634	2310.165727942229	1058.665465617347	2752.3218113789335	2600.288238947261	3618.853616723578	9408.075098098821	7031.887768389981	2624.1536048556854	947.3951755975293
FAO-PWY	24451.034006669568	6871.01754684133	6518.508939213875	16870.98483747756	9932.968240727718	11052.7914478829	1099.5843824438464	6427.585273953912	11555.371614464022	9150.62151393376	4103.76957861787	6306.130896448742	2554.532385324952	13762.685059360594	10032.175298598118	35247.86524575681	25133.166728034837	2574.033704698481	3840.892045896802
FASYN-ELONG-PWY	33350.61878112282	13748.143112707603	15400.939650393493	22075.901150215577	20615.78058925821	20001.884901036294	3209.39496656455	6265.429246101257	11059.095276599528	28218.055550189198	22642.328970985433	7332.706498961198	8645.298835090634	10755.705952464104	13705.811333573196	41866.884137833535	28916.444154312598	6559.197625911777	5013.683712997901
FASYN-INITIAL-PWY	25362.22337788279	3420.7138531596333	15051.329471607936	10659.878816368064	15308.329075571182	16796.819234066206	1340.4371038436568	5375.252183035891	4920.6902144210635	25017.41135094588	11411.126725210954	5377.370933811998	7293.26080856169	8163.919079865467	9982.428571856024	15799.489194569549	19874.660184236902	5153.252414795361	3844.66139070109
FERMENTATION-PWY	16093.135414926115	9086.263939191	11649.037447191526	15348.13020055801	13661.713479664568	16779.781880277184	2573.7044999038435	3988.135046568923	5774.110063714261	19370.899624918482	16960.65420784073	5045.428655347706	7523.422253698163	6075.968531792221	11106.1818471009	20320.819625386455	15051.693334743084	4805.615896840616	3927.474579676855
FOLSYN-PWY	21520.89921111457	10839.1355902249	12598.031423905624	20354.948728438	15796.56300752292	20439.593312313486	2815.8469708865214	4591.100707949696	9007.184888729078	19708.371990219155	18032.898184200974	5786.530666307454	10708.751922999536	10221.94396464982	11289.087879952902	28163.97625836062	20635.781103086912	10582.670647284986	4920.8628497254485
FUC-RHAMCAT-PWY	1667.254064488277	1149.7220612200194	1017.9864848497269	2054.163751838099	1951.1523336590124	2720.9539430181726	836.2402754525258	315.19939419180787	715.1300111098594	3573.931386709412	4315.800491615787	784.4564993460139	2131.933008985364	592.8250931755344	2393.9577908059405	345.9254627238878	1915.0626336943294	1984.7125066668493	934.0850931343997
FUCCAT-PWY	2908.0631023616056	1929.218787731843	1116.9316351059063	2802.920224035395	2408.4167832889157	3064.7240191394167	515.3509956205525	266.18021402921573	577.1778140168991	3209.4302027956833	3470.167261660286	574.1923746025512	2523.861513599262	402.5207030568613	1925.214203328319	830.9273361447999	1912.4174371302418	2630.4602323682807	816.5510988309805
GALACT-GLUCUROCAT-PWY	4270.523581740408	2689.80724757227	2791.660528190731	3034.553538907295	3726.3307918173114	3546.842018585503	1533.679901713985	1532.7715446257287	2030.3752212721445	6791.127300806502	9439.0252932347	1927.9838471562164	4591.125593178313	2346.36813479249	3532.9299930817165	14118.010065558467	7246.77463110533	7098.452850758594	1821.634040324389
GALACTARDEG-PWY	1519.8237745078925	767.2057599995459	418.93534709583173	1354.5725727176825	891.6648344242747	557.9545338463786	273.2809772515835	282.0750914526052	892.6299485912718	1155.402655316095	1835.0801716499063	279.2503633753995	676.5137902668968	1364.667918293392	1406.1733593138988	1130.86526215833	999.8789998298378	1186.8435076172516	318.0249750371473
